n_harmonics,base_freq,magnitudes_0,phases_0,instruments_0
1,1.069480989092634,1.6519183813161904,3.1806298744192225,sin
x,y
-4.99931349939555,-1.3848558543344955
-4.96949412701645,-1.382603447206977
-4.9527641245578655,-1.4211670023082192
-4.944606824755546,-1.3899625183896476
-4.943698170603835,-1.4177533627588494
-4.931103386164786,-1.4380223041766542
-4.918616583208719,-1.4370335470426612
-4.917176772756208,-1.4451146753949822
-4.891598533610012,-1.4433320954746636
-4.88535906105262,-1.4605922435173473
-4.878489969705252,-1.4884191714505874
-4.861569752284965,-1.4755657549186938
-4.860619754385422,-1.4760760462587275
-4.854273459446511,-1.4861252697104421
-4.848860513291676,-1.4939818224783241
-4.847102617706248,-1.50267161035601
-4.835603461547711,-1.4973369498382567
-4.831567359203259,-1.5328992777827377
-4.82611583842151,-1.490027983263085
-4.800693079063678,-1.5173781649592823
-4.7904971972267765,-1.5051739505051458
-4.781592554610472,-1.54207919014533
-4.781352133356135,-1.554340180762569
-4.76208933643676,-1.578738254780598
-4.75919120326134,-1.5299191025074381
-4.7587999121845534,-1.5625643501234647
-4.751016351461593,-1.5557556980635812
-4.722096186996354,-1.5590625837959013
-4.715731616486336,-1.546282825727644
-4.690194029233777,-1.5933854418871525
-4.672959536317075,-1.5560511887167143
-4.665785356534824,-1.5981677055132184
-4.658967915963165,-1.6053974487498877
-4.657879472804224,-1.592065077671365
-4.648197974336283,-1.613103650101565
-4.614491649889726,-1.620551180114525
-4.609865043329381,-1.6360102914684405
-4.601857570575354,-1.6105879858464982
-4.588962258659568,-1.6263260325822482
-4.588241097944467,-1.6066772265778513
-4.584650803380007,-1.6456828137197295
-4.57191889888088,-1.6510170397974522
-4.5714136905341105,-1.6436787220765827
-4.567705543904904,-1.6309747087187332
-4.559799555347239,-1.637807833760898
-4.553172156580043,-1.633071385817872
-4.542975545216242,-1.6406119130613004
-4.537268970522978,-1.6702761445360566
-4.521135754646264,-1.6302768244794363
-4.520977662176085,-1.6627718779054224
-4.515602460342625,-1.6622686643068851
-4.495194574368543,-1.6530277303942216
-4.477938429240113,-1.6487053745742286
-4.469628926492732,-1.6293403020039519
-4.468847211198698,-1.6657380116263403
-4.467487566792895,-1.653165152916945
-4.4445386020954905,-1.6333201806363233
-4.4426150179119865,-1.618097855751198
-4.4406029648291945,-1.6631314007691769
-4.439166546327642,-1.6673148608472752
-4.43098745850726,-1.6522579400018482
-4.420167709602717,-1.6712751582712224
-4.4136690520004045,-1.6366540556790663
-4.402098098458569,-1.6727208294736329
-4.400440970064631,-1.636400600252366
-4.3975647932728,-1.6903106306636226
-4.395429024731646,-1.6397704308181804
-4.394268350566447,-1.6729539381104144
-4.391117887667184,-1.6297107264531847
-4.37091419670172,-1.6798160959705282
-4.36925839348954,-1.6655826646907133
-4.35430750467196,-1.6231418226356278
-4.350322248994379,-1.653227533178957
-4.336840014859758,-1.6181971075935477
-4.336099228021317,-1.650215980524078
-4.327033510693649,-1.643788305963652
-4.32562712569362,-1.624722232373853
-4.316011891107593,-1.637049796571759
-4.297865441068257,-1.6391873174622376
-4.297614231357402,-1.655039936981956
-4.294192782056995,-1.639723308865662
-4.253933449705601,-1.618059703711948
-4.2533554818105355,-1.606484998137604
-4.250312593011051,-1.6354492463345705
-4.236110260060595,-1.605503874696525
-4.214555289690324,-1.5914954891229258
-4.202156737110688,-1.5962194781754215
-4.187357638209245,-1.5995557833077196
-4.175746145000447,-1.6011118590628577
-4.172796731655396,-1.5872493218298267
-4.1720262463419004,-1.5848584409389659
-4.161283681118702,-1.5951022123566272
-4.144836461999927,-1.5694259272510007
-4.144552954439458,-1.5557375030359237
-4.110649840334897,-1.556817957050139
-4.099194673383747,-1.5186958535878854
-4.097969506096834,-1.5610406035158628
-4.077964482858697,-1.4995808708895328
-4.076335747139989,-1.4942599444976756
-4.0695854347291185,-1.5079398511879087
-4.044606916399368,-1.4975211187464132
-4.026477137332504,-1.4862201543398972
-4.006084575141076,-1.4719479860802502
-3.9999752622495643,-1.4770921199760305
-3.985392629700817,-1.4525981680954492
-3.9717620863204797,-1.4684116306396586
-3.9673152589714746,-1.4433097930349652
-3.9604276304077435,-1.4401730228047136
-3.928559466172614,-1.4053473843452322
-3.915948193006462,-1.3959353728425208
-3.914832849275447,-1.4062193148000321
-3.904084242385073,-1.3934495641136617
-3.8939499904782124,-1.3610512845378597
-3.8783968854392468,-1.3576485230598725
-3.8754129174697627,-1.3870734869579182
-3.8647198789774304,-1.3632921379785752
-3.8608700340500377,-1.372963326426635
-3.835609827127829,-1.3046894696577296
-3.834755935520154,-1.3230021336801547
-3.82945503178024,-1.29951255380125
-3.825033823610726,-1.2961834353138373
-3.8208259680926284,-1.2934793044030675
-3.8121557038828358,-1.280457178088997
-3.8121451741065435,-1.2722400803969656
-3.8118198930902283,-1.2859770220437687
-3.808090216714366,-1.2912006065428747
-3.796590720667642,-1.2941972460925089
-3.749890635503821,-1.2047256968954791
-3.7470120388475916,-1.2218359131023946
-3.7422365800497106,-1.1898450519194248
-3.726010119005724,-1.201037906901489
-3.7222849983739725,-1.1666612411423842
-3.7204342352660777,-1.171053346574919
-3.704351542513903,-1.158371403863203
-3.7037606786566277,-1.1463825978569628
-3.6897795048966744,-1.14023753915819
-3.688971276727523,-1.120167060512734
-3.685613772656686,-1.1315581489218434
-3.6701133689284915,-1.101044980633258
-3.6566273388611137,-1.1014626131661973
-3.637643267201577,-1.0684291184918377
-3.6000331328485102,-1.020978542370751
-3.5671611584394425,-0.9456800197559154
-3.549203614308265,-0.9745634278820569
-3.546958687316921,-0.9438188482438205
-3.5221875250905965,-0.9179406407245374
-3.5022281770533024,-0.8790251920793531
-3.5016239578776096,-0.8773284944808529
-3.486761427353744,-0.8858760169701494
-3.4646927740437117,-0.8198693526537724
-3.4521417028089507,-0.7915072332681128
-3.447021514397287,-0.7816228209474675
-3.442686511535251,-0.8324238291547568
-3.4139582022823687,-0.718979213145141
-3.3956260505705815,-0.725236329913604
-3.385241337317635,-0.6858200937777581
-3.3839531020628453,-0.6918477056644472
-3.374675445087625,-0.668104801566439
-3.367031096648078,-0.687042033739572
-3.3570973576995544,-0.639968785914114
-3.3452861799214153,-0.6167854494319832
-3.326294874551153,-0.6269865173969885
-3.323935181635723,-0.6159718527833513
-3.321386562162348,-0.6016568200933193
-3.3164108120937508,-0.5820068038505753
-3.306324812960315,-0.5946398150075275
-3.27821722183002,-0.5122988551170633
-3.2756642204204143,-0.517574302203102
-3.2622459130226322,-0.4794531574604924
-3.25090220733405,-0.4714747928895105
-3.248652055338362,-0.4753491460453367
-3.237270012854699,-0.4716506768939169
-3.2272907054931474,-0.45339741580182463
-3.2170362785579165,-0.40270312512398193
-3.216167555219381,-0.43260955947696106
-3.1695478173725267,-0.3431781736583569
-3.1528167315418143,-0.32250381299969
-3.1503875163842676,-0.3048854309529877
-3.1453739819515913,-0.25769761543313263
-3.1446262015272772,-0.29047553435390966
-3.1416960478125477,-0.26893382484107176
-3.1364049494696244,-0.25185190378337263
-3.121874359331941,-0.24791024972680228
-3.113123232384173,-0.23606337066330355
-3.1101025007918315,-0.25313829675208444
-3.104137224693556,-0.21803216951816035
-3.08518232832528,-0.16469139047655829
-3.0759951789112505,-0.17492205099141928
-3.0710864234200095,-0.1584801667922655
-3.065457965553194,-0.1492199665466428
-3.064786438871195,-0.17407141333876955
-3.0527600646964945,-0.14448120068647266
-3.042542596365082,-0.12866358542052497
-3.0410238596577077,-0.09921010107400147
-3.0385898033951664,-0.10670377397179617
-3.031792992674549,-0.1110772841088554
-2.9646302453825593,-0.007026268053002976
-2.9581963988393802,0.052186394563419135
-2.956011126506178,0.026802569442288003
-2.933151600067011,0.08687318802568922
-2.920381742788294,0.07958477615405578
-2.918506689564837,0.09025652323256989
-2.898979332053875,0.1167396593719255
-2.8971330728163167,0.16023046169244282
-2.870965930233215,0.17841513342102905
-2.8678732464299204,0.17652225426668122
-2.8668587701893076,0.18696474405285007
-2.8666847127450557,0.18869717595034988
-2.8624745643349336,0.1888967374600095
-2.8560056424191504,0.1928923560457448
-2.827576769397581,0.2632827205722616
-2.8275123991030826,0.26024286219476334
-2.8075125185908756,0.30666355897957825
-2.8047689885832083,0.282145773174937
-2.7774489063977548,0.3237547687467704
-2.7493755819962695,0.38405095068810674
-2.736412779454712,0.3968596806126599
-2.7290986113263127,0.4433516543389448
-2.708482077509106,0.44284817665586557
-2.695762053472671,0.48108358908387727
-2.6947732648595135,0.46799294309705686
-2.6942541217409586,0.5034046552971473
-2.694208518408815,0.4930329561748001
-2.6841552093084884,0.46225053740632205
-2.6682239868465096,0.5337990533317026
-2.664417814418487,0.5574923068833857
-2.6608776176229174,0.5533163553629614
-2.6601692806127053,0.5529210201369801
-2.642773315900139,0.5881745523533924
-2.627301511439218,0.5764432642297446
-2.5880753933296607,0.6427712802842047
-2.5874732266868925,0.6567169339146174
-2.5777856639393226,0.709693078982397
-2.568347009489954,0.705692853308533
-2.5643662104397356,0.6812431940150627
-2.563611650112214,0.705916468082302
-2.551536305334575,0.7416247978264335
-2.5511678975782095,0.7050202587538328
-2.5470482035678943,0.7497648983192899
-2.5276124049615856,0.7685829977422971
-2.517122196668533,0.7617760143725373
-2.4980600776792583,0.8002174093946027
-2.487589113616785,0.8414065904828504
-2.4761068160249877,0.8349103430015471
-2.4656278260731836,0.86084924559686
